PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
148554,2032,879,4,14,51945,7,6,1,1,0,34,402,68
148554,2032,879,9999,12,43222,7,5,0,1,0,35,317,60
148554,2030,232,14,1,3600,0,1,0,0,0,3,27,57
148554,2029,232,14,1,3563,0,1,0,0,0,2,20,65
148554,2028,232,14,0,0,0,0,0,0,0,0,0,0
148554,2027,232,14,0,0,0,0,0,0,0,0,0,0
148563,2031,180,14,1,3557,0,1,0,0,0,2,39,86
148563,2030,180,14,1,2706,0,1,0,0,0,7,39,37
148563,2029,180,14,2,8515,1,0,1,0,0,7,113,88
148563,2028,180,14,1,321,0,0,0,0,0,3,10,31
9858,2034,874,9999,1,500,0,0,0,0,0,0,4,52
9858,2033,881,4,0,0,0,0,0,0,0,0,0,0
9858,2032,879,4,0,0,0,0,0,0,0,0,0,0
9858,2032,879,9999,0,0,0,0,0,0,0,0,0,0
9858,2031,877,4,3,13167,1,2,0,0,0,11,119,67
9858,2030,877,4,10,36651,5,4,1,0,0,31,329,69
9858,2029,880,4,11,42900,4,5,2,1,0,31,377,76
